"","Case","pi_ab","Bias.100","SSE.100","ESE.100","CP95.100","Bias.200","SSE.200","ESE.200","CP95.200","Bias.500","SSE.500","ESE.500","CP95.500"
"1","case2","pi_10",0.0408367044929533,0.135844700203393,0.140611608856938,0.938,0.0169133550067714,0.104329426121992,0.106513428636033,0.946,0.00868813476561242,0.0679330241827348,0.0696933638799902,0.952
"2","case2","pi_11",-0.0238176312621665,0.0739207765047329,0.077160327235312,0.943,-0.0094911252824631,0.0570369800344941,0.058401520538511,0.945,-0.00578900023354334,0.0374950453919593,0.0383015339462459,0.956
